2003-12 , 3
2003-10 , 7
2003-11 , 3
2002-07 , 5
2014-08 , 5
1980-11 , 1
1980-10 , 1
2014-05 , 1
2014-04 , 1
2014-07 , 3
2014-06 , 1
2001-10 , 2
2001-11 , 1
2014-03 , 1
2007-04 , 4
2010-01 , 2
2010-03 , 1
2010-02 , 1
2010-05 , 6
2010-04 , 5
2002-08 , 1
2010-06 , -2
2002-06 , 4
2015-10 , 0
2002-04 , 5
1976-01 , 1
1987-09 , 1
1987-08 , 1
2013-02 , -2
2002-01 , 8
1972-01 , 2
1986-10 , 1
2000-02 , 2
2000-03 , 4
2000-04 , 3
1972-04 , 1
2000-06 , 2
2005-02 , -2
2000-08 , 3
2010-12 , -1
2005-01 , 3
2011-04 , 4
2012-07 , 1
2004-12 , -3
2004-11 , 2
2004-10 , 1
2005-07 , 4
2013-04 , 3
2007-01 , 1
2009-09 , 0
2015-06 , 0
2015-07 , 1
2015-04 , 0
2015-05 , 0
2015-02 , 1
2016-12 , -2
1980-02 , 1
1980-03 , 1
2014-12 , 1
2014-01 , 0
2014-10 , 1
2014-11 , 2
1980-08 , 1
2015-08 , 3
2011-12 , -4
2012-09 , 1
2012-08 , 1
2001-12 , 2
1985-09 , 1
2012-03 , 1
2012-02 , 1
1985-05 , 1
1985-04 , 1
1985-03 , 1
2012-06 , 3
2012-05 , 0
2012-04 , 2
1988-09 , 1
1988-04 , 1
1986-07 , 1
1986-04 , 1
1989-07 , 1
1988-01 , 1
1989-04 , 1
2004-04 , 4
2004-05 , 5
1984-11 , 2
1990-11 , 1
2016-03 , 1
2004-01 , 6
2004-02 , 5
2004-03 , 1
2004-08 , 3
2004-09 , -2
2016-09 , -1
2016-08 , 0
1981-02 , 2
1981-01 , 3
2011-09 , 1
2010-07 , 2
1981-04 , 1
2011-02 , -1
1986-02 , 1
2002-09 , 8
2011-06 , 2
2011-07 , 3
1999-02 , 1
1986-03 , 2
2010-09 , -2
2007-02 , 2
2010-08 , -5
2012-10 , -3
2012-11 , -9
2012-12 , -13
1986-01 , 1
2013-06 , -1
1985-12 , 1
2007-09 , -5
2007-08 , 0
2013-07 , 1
1999-09 , 5
2003-03 , 4
2016-06 , -1
2006-12 , -3
1989-10 , 1
1989-11 , 1
2007-03 , 2
2003-02 , 3
2007-05 , -1
2004-06 , 4
2007-07 , 1
2013-01 , -3
2005-03 , 6
1984-01 , 1
1984-02 , 1
2004-07 , 4
1984-04 , 2
2005-06 , 1
2005-05 , 5
2005-04 , 11
2015-11 , 3
1984-09 , 1
2005-09 , -1
2005-08 , 5
2016-02 , -1
2012-01 , -1
2009-06 , -3
2011-05 , 1
2016-01 , 1
1997-11 , 1
1997-10 , 2
2003-09 , 2
2003-08 , 4
1990-05 , 1
1990-04 , 1
2016-11 , 0
1990-06 , 1
1990-01 , 1
2007-10 , 3
1990-02 , 3
2014-02 , -1
2015-01 , 1
1990-09 , 2
1976-03 , 1
2000-05 , 3
2006-02 , 8
2006-03 , 2
1991-12 , 1
2006-06 , -1
2006-07 , 0
2006-04 , 6
2006-05 , 3
2008-12 , -1
2008-11 , 3
2000-07 , 3
2010-10 , -1
1983-09 , 1
2005-11 , -1
2005-12 , -4
2000-09 , 1
2007-12 , -3
1983-04 , 1
1983-07 , 1
1978-10 , 1
1978-11 , 1
1997-06 , 2
1997-07 , 1
1997-01 , 1
1997-02 , 1
1997-03 , 1
2008-04 , 5
2007-11 , 5
1997-08 , 1
1997-09 , 1
2008-05 , 1
1990-12 , 3
1990-10 , 1
1977-05 , 1
1992-09 , 1
1992-07 , 1
1992-06 , 1
1992-05 , 1
1992-04 , 1
1992-03 , 2
2002-05 , 4
2008-09 , -2
2015-03 , 4
1983-12 , 1
1991-08 , 1
1991-07 , 2
1991-04 , 1
2008-03 , 6
1991-02 , 1
1991-03 , 1
2008-06 , -18
2008-07 , -2
1993-11 , 1
2011-03 , -2
1982-09 , 1
2016-05 , 1
2002-02 , 1
1996-03 , 3
1996-02 , 2
1996-01 , 1
2011-01 , -1
